bikeid,trip_season,duration_category,trip_year,trip_month,number_of_trips
26151,Summer,30 minutes to 1 hour,2019.0,9.0,2
26151,Summer,30 minutes to 1 hour,2019.0,10.0,2
26151,Summer,5 to 15 minutes,2018.0,4.0,19
26151,Summer,5 to 15 minutes,2018.0,5.0,37
26151,Summer,5 to 15 minutes,2018.0,6.0,54
26151,Summer,5 to 15 minutes,2018.0,7.0,36
26151,Summer,5 to 15 minutes,2018.0,8.0,42
26151,Summer,5 to 15 minutes,2018.0,9.0,41
26151,Summer,5 to 15 minutes,2018.0,10.0,34
26151,Summer,5 to 15 minutes,2019.0,4.0,21
26151,Summer,5 to 15 minutes,2019.0,5.0,31
26151,Summer,5 to 15 minutes,2019.0,6.0,34
26151,Summer,5 to 15 minutes,2019.0,7.0,60
26151,Summer,5 to 15 minutes,2019.0,8.0,35
26151,Summer,5 to 15 minutes,2019.0,9.0,47
26151,Summer,5 to 15 minutes,2019.0,10.0,22
26151,Summer,overnight!,2018.0,5.0,1
26151,Winter,< 5 minutes,2018.0,3.0,28
26151,Winter,< 5 minutes,2018.0,12.0,8
26151,Winter,< 5 minutes,2019.0,1.0,2
26151,Winter,< 5 minutes,2019.0,11.0,30
26151,Winter,< 5 minutes,2019.0,12.0,12
26151,Winter,< 5 minutes,2020.0,1.0,17
26151,Winter,1 to 2 hours,2019.0,11.0,1
26151,Winter,15 to 30 minutes,2018.0,3.0,1
26151,Winter,15 to 30 minutes,2019.0,11.0,3
26151,Winter,15 to 30 minutes,2019.0,12.0,1
26151,Winter,30 minutes to 1 hour,2018.0,3.0,1
26151,Winter,30 minutes to 1 hour,2019.0,12.0,1
26151,Winter,5 to 15 minutes,2018.0,3.0,22
26151,Winter,5 to 15 minutes,2018.0,11.0,1
26151,Winter,5 to 15 minutes,2018.0,12.0,13
26151,Winter,5 to 15 minutes,2019.0,1.0,8
26151,Winter,5 to 15 minutes,2019.0,11.0,40
26151,Winter,5 to 15 minutes,2019.0,12.0,12
26151,Winter,5 to 15 minutes,2020.0,1.0,20
26152,Summer,< 5 minutes,2018.0,4.0,13
26152,Summer,< 5 minutes,2018.0,5.0,6
26152,Summer,< 5 minutes,2018.0,8.0,29
26152,Summer,< 5 minutes,2018.0,9.0,33
26152,Summer,< 5 minutes,2018.0,10.0,43
26152,Summer,< 5 minutes,2019.0,4.0,24
26152,Summer,< 5 minutes,2019.0,5.0,17
26152,Summer,< 5 minutes,2019.0,6.0,27
26152,Summer,< 5 minutes,2019.0,7.0,23
26152,Summer,< 5 minutes,2019.0,8.0,33
26152,Summer,< 5 minutes,2019.0,9.0,26
26152,Summer,< 5 minutes,2019.0,10.0,29
26152,Summer,1 to 2 hours,2018.0,5.0,1
26152,Summer,1 to 2 hours,2018.0,8.0,1
26152,Summer,1 to 2 hours,2018.0,10.0,1
26152,Summer,1 to 2 hours,2019.0,4.0,1
26152,Summer,1 to 2 hours,2019.0,6.0,1
26152,Summer,1 to 2 hours,2019.0,7.0,1
26152,Summer,1 to 2 hours,2019.0,9.0,1
26152,Summer,1 to 2 hours,2019.0,10.0,2
26152,Summer,15 to 30 minutes,2018.0,8.0,4
26152,Summer,15 to 30 minutes,2018.0,9.0,5
26152,Summer,15 to 30 minutes,2018.0,10.0,4
26152,Summer,15 to 30 minutes,2019.0,4.0,7
26152,Summer,15 to 30 minutes,2019.0,5.0,9
26152,Summer,15 to 30 minutes,2019.0,6.0,10
26152,Summer,15 to 30 minutes,2019.0,7.0,10
26152,Summer,15 to 30 minutes,2019.0,8.0,4
26152,Summer,15 to 30 minutes,2019.0,9.0,7
26152,Summer,15 to 30 minutes,2019.0,10.0,6
26152,Summer,2 to 5 hours,2018.0,4.0,1
26152,Summer,2 to 5 hours,2019.0,10.0,1
26152,Summer,30 minutes to 1 hour,2018.0,5.0,1
26152,Summer,30 minutes to 1 hour,2018.0,8.0,3
26152,Summer,30 minutes to 1 hour,2018.0,9.0,1
26152,Summer,30 minutes to 1 hour,2018.0,10.0,2
26152,Summer,30 minutes to 1 hour,2019.0,4.0,3
26152,Summer,30 minutes to 1 hour,2019.0,5.0,1
26152,Summer,30 minutes to 1 hour,2019.0,6.0,4
26152,Summer,30 minutes to 1 hour,2019.0,7.0,2
26152,Summer,30 minutes to 1 hour,2019.0,8.0,1
26152,Summer,30 minutes to 1 hour,2019.0,9.0,3
26152,Summer,30 minutes to 1 hour,2019.0,10.0,1
26152,Summer,5 to 12 hours,2019.0,10.0,1
26152,Summer,5 to 15 minutes,2018.0,4.0,25
26152,Summer,5 to 15 minutes,2018.0,5.0,8
26152,Summer,5 to 15 minutes,2018.0,8.0,25
26152,Summer,5 to 15 minutes,2018.0,9.0,38
26152,Summer,5 to 15 minutes,2018.0,10.0,35
26152,Summer,5 to 15 minutes,2019.0,4.0,20
26152,Summer,5 to 15 minutes,2019.0,5.0,31
26152,Summer,5 to 15 minutes,2019.0,6.0,43
26152,Summer,5 to 15 minutes,2019.0,7.0,31
26152,Summer,5 to 15 minutes,2019.0,8.0,37
26152,Summer,5 to 15 minutes,2019.0,9.0,37
26152,Summer,5 to 15 minutes,2019.0,10.0,26
26152,Summer,overnight!,2019.0,5.0,1
26152,Winter,< 5 minutes,2018.0,3.0,37
26152,Winter,< 5 minutes,2018.0,11.0,11
26152,Winter,< 5 minutes,2018.0,12.0,15
26152,Winter,< 5 minutes,2019.0,1.0,6
26152,Winter,< 5 minutes,2019.0,2.0,43
26152,Winter,< 5 minutes,2019.0,3.0,31
26152,Winter,< 5 minutes,2019.0,11.0,35
26152,Winter,< 5 minutes,2019.0,12.0,11
26152,Winter,< 5 minutes,2020.0,1.0,30
26152,Winter,1 to 2 hours,2018.0,11.0,1
26152,Winter,1 to 2 hours,2019.0,11.0,1
26152,Winter,15 to 30 minutes,2018.0,3.0,3
26152,Winter,15 to 30 minutes,2018.0,11.0,1
26152,Winter,15 to 30 minutes,2018.0,12.0,3
26152,Winter,15 to 30 minutes,2019.0,2.0,6
26152,Winter,15 to 30 minutes,2019.0,3.0,5
26152,Winter,15 to 30 minutes,2019.0,11.0,4
26152,Winter,15 to 30 minutes,2019.0,12.0,2
26152,Winter,15 to 30 minutes,2020.0,1.0,4
26152,Winter,2 to 5 hours,2020.0,1.0,1
26152,Winter,30 minutes to 1 hour,2018.0,11.0,1
26152,Winter,30 minutes to 1 hour,2019.0,3.0,1
26152,Winter,30 minutes to 1 hour,2019.0,12.0,1
26152,Winter,5 to 15 minutes,2018.0,2.0,1
26152,Winter,5 to 15 minutes,2018.0,3.0,23
26152,Winter,5 to 15 minutes,2018.0,11.0,16
26152,Winter,5 to 15 minutes,2018.0,12.0,24
26152,Winter,5 to 15 minutes,2019.0,1.0,3
26152,Winter,5 to 15 minutes,2019.0,2.0,19
26152,Winter,5 to 15 minutes,2019.0,3.0,34
26152,Winter,5 to 15 minutes,2019.0,11.0,24
26152,Winter,5 to 15 minutes,2019.0,12.0,13
26152,Winter,5 to 15 minutes,2020.0,1.0,32
26153,Summer,< 5 minutes,2018.0,4.0,2
26153,Summer,< 5 minutes,2018.0,5.0,4
26153,Summer,< 5 minutes,2018.0,6.0,25
26153,Summer,< 5 minutes,2018.0,7.0,45
26153,Summer,< 5 minutes,2018.0,8.0,31
26153,Summer,< 5 minutes,2018.0,9.0,30
26153,Summer,< 5 minutes,2018.0,10.0,26
26153,Summer,< 5 minutes,2019.0,4.0,25
26153,Summer,< 5 minutes,2019.0,5.0,17
26153,Summer,< 5 minutes,2019.0,6.0,13
26153,Summer,< 5 minutes,2019.0,7.0,19
26153,Summer,< 5 minutes,2019.0,8.0,38
26153,Summer,< 5 minutes,2019.0,9.0,53
26153,Summer,< 5 minutes,2019.0,10.0,48
26153,Summer,1 to 2 hours,2018.0,4.0,1
26153,Summer,1 to 2 hours,2018.0,5.0,1
26153,Summer,1 to 2 hours,2018.0,7.0,1
26153,Summer,1 to 2 hours,2018.0,8.0,1
26153,Summer,1 to 2 hours,2018.0,9.0,1
26153,Summer,1 to 2 hours,2018.0,10.0,1
26153,Summer,1 to 2 hours,2019.0,4.0,1
26153,Summer,1 to 2 hours,2019.0,9.0,1
26153,Summer,1 to 2 hours,2019.0,10.0,2
26153,Summer,15 to 30 minutes,2018.0,4.0,1
26153,Summer,15 to 30 minutes,2018.0,5.0,1
26153,Summer,15 to 30 minutes,2018.0,6.0,5
26153,Summer,15 to 30 minutes,2018.0,7.0,8
26153,Summer,15 to 30 minutes,2018.0,8.0,5
26153,Summer,15 to 30 minutes,2018.0,9.0,9
26153,Summer,15 to 30 minutes,2018.0,10.0,6
26153,Summer,15 to 30 minutes,2019.0,4.0,9
26153,Summer,15 to 30 minutes,2019.0,5.0,7
26153,Summer,15 to 30 minutes,2019.0,6.0,6
26153,Summer,15 to 30 minutes,2019.0,7.0,5
26153,Summer,15 to 30 minutes,2019.0,8.0,10
26153,Summer,15 to 30 minutes,2019.0,9.0,21
26153,Summer,15 to 30 minutes,2019.0,10.0,6
26153,Summer,2 to 5 hours,2019.0,4.0,1
26153,Summer,2 to 5 hours,2019.0,5.0,1
26153,Summer,2 to 5 hours,2019.0,7.0,1
26153,Summer,30 minutes to 1 hour,2018.0,6.0,1
26153,Summer,30 minutes to 1 hour,2018.0,7.0,2
26153,Summer,30 minutes to 1 hour,2018.0,8.0,2
26153,Summer,30 minutes to 1 hour,2018.0,9.0,2
26153,Summer,30 minutes to 1 hour,2019.0,6.0,3
26153,Summer,30 minutes to 1 hour,2019.0,8.0,4
26153,Summer,30 minutes to 1 hour,2019.0,9.0,3
26153,Summer,30 minutes to 1 hour,2019.0,10.0,3
26153,Summer,5 to 12 hours,2019.0,8.0,1
26153,Summer,5 to 15 minutes,2018.0,4.0,3
26153,Summer,5 to 15 minutes,2018.0,5.0,5
26153,Summer,5 to 15 minutes,2018.0,6.0,18
26153,Summer,5 to 15 minutes,2018.0,7.0,36
26153,Summer,5 to 15 minutes,2018.0,8.0,45
26153,Summer,5 to 15 minutes,2018.0,9.0,37
26153,Summer,5 to 15 minutes,2018.0,10.0,25
26153,Summer,5 to 15 minutes,2019.0,4.0,30
26153,Summer,5 to 15 minutes,2019.0,5.0,15
26153,Summer,5 to 15 minutes,2019.0,6.0,24
26153,Summer,5 to 15 minutes,2019.0,7.0,28
26153,Summer,5 to 15 minutes,2019.0,8.0,56
26153,Summer,5 to 15 minutes,2019.0,9.0,81
26153,Summer,5 to 15 minutes,2019.0,10.0,31
26153,Winter,< 5 minutes,2018.0,3.0,2
26153,Winter,< 5 minutes,2018.0,11.0,21
26153,Winter,< 5 minutes,2018.0,12.0,26
26153,Winter,< 5 minutes,2019.0,1.0,45
26153,Winter,< 5 minutes,2019.0,2.0,2
26153,Winter,< 5 minutes,2019.0,3.0,14
26153,Winter,< 5 minutes,2019.0,11.0,44
26153,Winter,< 5 minutes,2019.0,12.0,29
26153,Winter,< 5 minutes,2020.0,1.0,15
26153,Winter,1 to 2 hours,2019.0,2.0,1
26153,Winter,15 to 30 minutes,2018.0,11.0,3
26153,Winter,15 to 30 minutes,2018.0,12.0,3
26153,Winter,15 to 30 minutes,2019.0,2.0,1
26153,Winter,15 to 30 minutes,2019.0,3.0,2
26153,Winter,15 to 30 minutes,2019.0,11.0,4
26153,Winter,15 to 30 minutes,2020.0,1.0,2
26153,Winter,30 minutes to 1 hour,2018.0,12.0,2
26153,Winter,30 minutes to 1 hour,2019.0,11.0,1
26153,Winter,5 to 15 minutes,2018.0,3.0,6
26153,Winter,5 to 15 minutes,2018.0,11.0,16
26153,Winter,5 to 15 minutes,2018.0,12.0,22
26153,Winter,5 to 15 minutes,2019.0,1.0,23
26153,Winter,5 to 15 minutes,2019.0,2.0,18
26153,Winter,5 to 15 minutes,2019.0,3.0,30
26153,Winter,5 to 15 minutes,2019.0,11.0,31
26153,Winter,5 to 15 minutes,2019.0,12.0,22
26153,Winter,5 to 15 minutes,2020.0,1.0,8
26155,Summer,< 5 minutes,2018.0,4.0,28
26155,Summer,< 5 minutes,2018.0,5.0,28
26155,Summer,< 5 minutes,2018.0,6.0,44
26155,Summer,< 5 minutes,2018.0,7.0,38
26155,Summer,< 5 minutes,2018.0,8.0,31
26155,Summer,< 5 minutes,2018.0,9.0,36
26155,Summer,< 5 minutes,2018.0,10.0,30
26155,Summer,< 5 minutes,2019.0,4.0,18
26155,Summer,< 5 minutes,2019.0,5.0,33
26155,Summer,< 5 minutes,2019.0,6.0,40
26155,Summer,< 5 minutes,2019.0,7.0,40
26155,Summer,< 5 minutes,2019.0,8.0,70
26155,Summer,< 5 minutes,2019.0,9.0,53
26155,Summer,< 5 minutes,2019.0,10.0,42
26155,Summer,1 to 2 hours,2018.0,4.0,1
26155,Summer,1 to 2 hours,2018.0,5.0,2
26155,Summer,1 to 2 hours,2018.0,6.0,1
26155,Summer,1 to 2 hours,2018.0,7.0,1
26155,Summer,1 to 2 hours,2018.0,10.0,1
26155,Summer,1 to 2 hours,2019.0,4.0,1
26155,Summer,1 to 2 hours,2019.0,6.0,1
26155,Summer,1 to 2 hours,2019.0,7.0,1
26155,Summer,1 to 2 hours,2019.0,8.0,1
26155,Summer,15 to 30 minutes,2018.0,4.0,3
26155,Summer,15 to 30 minutes,2018.0,5.0,6
26155,Summer,15 to 30 minutes,2018.0,6.0,7
26155,Summer,15 to 30 minutes,2018.0,7.0,11
26155,Summer,15 to 30 minutes,2018.0,8.0,5
26155,Summer,15 to 30 minutes,2018.0,9.0,11
26155,Summer,15 to 30 minutes,2018.0,10.0,5
26155,Summer,15 to 30 minutes,2019.0,4.0,6
26155,Summer,15 to 30 minutes,2019.0,5.0,8
26155,Summer,15 to 30 minutes,2019.0,6.0,10
26155,Summer,15 to 30 minutes,2019.0,7.0,13
26155,Summer,15 to 30 minutes,2019.0,8.0,15
26155,Summer,15 to 30 minutes,2019.0,9.0,8
26155,Summer,15 to 30 minutes,2019.0,10.0,6
26155,Summer,2 to 5 hours,2018.0,8.0,1
26155,Summer,2 to 5 hours,2018.0,10.0,1
26155,Summer,2 to 5 hours,2019.0,6.0,1
26155,Summer,2 to 5 hours,2019.0,7.0,1
26155,Summer,2 to 5 hours,2019.0,9.0,1
26155,Summer,30 minutes to 1 hour,2018.0,4.0,1
26155,Summer,30 minutes to 1 hour,2018.0,5.0,3
26155,Summer,30 minutes to 1 hour,2018.0,6.0,2
26155,Summer,30 minutes to 1 hour,2018.0,7.0,1
26155,Summer,30 minutes to 1 hour,2018.0,8.0,1
26155,Summer,30 minutes to 1 hour,2018.0,9.0,7
26155,Summer,30 minutes to 1 hour,2018.0,10.0,2
26155,Summer,30 minutes to 1 hour,2019.0,4.0,3
26155,Summer,30 minutes to 1 hour,2019.0,5.0,3
26155,Summer,30 minutes to 1 hour,2019.0,6.0,5
26155,Summer,30 minutes to 1 hour,2019.0,7.0,7
26155,Summer,30 minutes to 1 hour,2019.0,8.0,9
26155,Summer,30 minutes to 1 hour,2019.0,9.0,9
26155,Summer,30 minutes to 1 hour,2019.0,10.0,2
26155,Summer,5 to 15 minutes,2018.0,4.0,24
26155,Summer,5 to 15 minutes,2018.0,5.0,33
26155,Summer,5 to 15 minutes,2018.0,6.0,46
26155,Summer,5 to 15 minutes,2018.0,7.0,36
26155,Summer,5 to 15 minutes,2018.0,8.0,26
26155,Summer,5 to 15 minutes,2018.0,9.0,47
26155,Summer,5 to 15 minutes,2018.0,10.0,37
26155,Summer,5 to 15 minutes,2019.0,4.0,14
26155,Summer,5 to 15 minutes,2019.0,5.0,36
26155,Summer,5 to 15 minutes,2019.0,6.0,57
26155,Summer,5 to 15 minutes,2019.0,7.0,73
26155,Summer,5 to 15 minutes,2019.0,8.0,59
26155,Summer,5 to 15 minutes,2019.0,9.0,51
26155,Summer,5 to 15 minutes,2019.0,10.0,40
26155,Summer,overnight!,2018.0,5.0,1
26155,Summer,overnight!,2019.0,4.0,1
26155,Winter,< 5 minutes,2018.0,1.0,38
26155,Winter,< 5 minutes,2018.0,2.0,39
26155,Winter,< 5 minutes,2018.0,3.0,20
26155,Winter,< 5 minutes,2018.0,11.0,50
26155,Winter,< 5 minutes,2018.0,12.0,22
26155,Winter,< 5 minutes,2019.0,1.0,20
26155,Winter,< 5 minutes,2019.0,2.0,29
26155,Winter,< 5 minutes,2019.0,3.0,45
26155,Winter,< 5 minutes,2019.0,11.0,32
26155,Winter,< 5 minutes,2019.0,12.0,18
26155,Winter,< 5 minutes,2020.0,1.0,37
26155,Winter,1 to 2 hours,2018.0,1.0,1
26155,Winter,1 to 2 hours,2018.0,11.0,1
26155,Winter,1 to 2 hours,2019.0,2.0,1
26155,Winter,1 to 2 hours,2019.0,11.0,1
26155,Winter,1 to 2 hours,2019.0,12.0,1
26155,Winter,1 to 2 hours,2020.0,1.0,1
26155,Winter,15 to 30 minutes,2018.0,1.0,2
26155,Winter,15 to 30 minutes,2018.0,2.0,6
26155,Winter,15 to 30 minutes,2018.0,3.0,1
26155,Winter,15 to 30 minutes,2018.0,11.0,4
26155,Winter,15 to 30 minutes,2018.0,12.0,3
26155,Winter,15 to 30 minutes,2019.0,1.0,3
26155,Winter,15 to 30 minutes,2019.0,2.0,4
26155,Winter,15 to 30 minutes,2019.0,3.0,4
26155,Winter,15 to 30 minutes,2019.0,11.0,7
26155,Winter,15 to 30 minutes,2019.0,12.0,2
26155,Winter,15 to 30 minutes,2020.0,1.0,1
26155,Winter,30 minutes to 1 hour,2018.0,1.0,2
26155,Winter,30 minutes to 1 hour,2019.0,2.0,1
26155,Winter,30 minutes to 1 hour,2019.0,3.0,2
26155,Winter,30 minutes to 1 hour,2019.0,11.0,1
26155,Winter,30 minutes to 1 hour,2020.0,1.0,1
26155,Winter,5 to 15 minutes,2018.0,1.0,22
26155,Winter,5 to 15 minutes,2018.0,2.0,27
26155,Winter,5 to 15 minutes,2018.0,3.0,18
26155,Winter,5 to 15 minutes,2018.0,11.0,33
26155,Winter,5 to 15 minutes,2018.0,12.0,26
26155,Winter,5 to 15 minutes,2019.0,1.0,16
26155,Winter,5 to 15 minutes,2019.0,2.0,20
26155,Winter,5 to 15 minutes,2019.0,3.0,26
26155,Winter,5 to 15 minutes,2019.0,11.0,38
26155,Winter,5 to 15 minutes,2019.0,12.0,27
26155,Winter,5 to 15 minutes,2020.0,1.0,38
26156,Summer,< 5 minutes,2018.0,4.0,26
26156,Summer,< 5 minutes,2019.0,4.0,22
26156,Summer,< 5 minutes,2019.0,5.0,34
26156,Summer,< 5 minutes,2019.0,6.0,34
26156,Summer,< 5 minutes,2019.0,7.0,47
26156,Summer,< 5 minutes,2019.0,8.0,50
26156,Summer,< 5 minutes,2019.0,9.0,33
26156,Summer,< 5 minutes,2019.0,10.0,37
26156,Summer,1 to 2 hours,2018.0,4.0,1
26156,Summer,1 to 2 hours,2019.0,6.0,1
26156,Summer,1 to 2 hours,2019.0,9.0,3
26156,Summer,1 to 2 hours,2019.0,10.0,1
26156,Summer,15 to 30 minutes,2018.0,4.0,3
26156,Summer,15 to 30 minutes,2019.0,4.0,3
26156,Summer,15 to 30 minutes,2019.0,5.0,11
26156,Summer,15 to 30 minutes,2019.0,6.0,9
26156,Summer,15 to 30 minutes,2019.0,7.0,20
26156,Summer,15 to 30 minutes,2019.0,8.0,16
26156,Summer,15 to 30 minutes,2019.0,9.0,12
26156,Summer,15 to 30 minutes,2019.0,10.0,10
26156,Summer,2 to 5 hours,2019.0,6.0,1
26156,Summer,30 minutes to 1 hour,2018.0,4.0,2
26156,Summer,30 minutes to 1 hour,2019.0,4.0,1
26156,Summer,30 minutes to 1 hour,2019.0,5.0,6
26156,Summer,30 minutes to 1 hour,2019.0,6.0,10
26156,Summer,30 minutes to 1 hour,2019.0,7.0,4
26156,Summer,30 minutes to 1 hour,2019.0,8.0,8
26156,Summer,30 minutes to 1 hour,2019.0,9.0,4
26156,Summer,30 minutes to 1 hour,2019.0,10.0,1
26156,Summer,5 to 15 minutes,2018.0,4.0,21
26156,Summer,5 to 15 minutes,2019.0,4.0,29
26156,Summer,5 to 15 minutes,2019.0,5.0,30
26156,Summer,5 to 15 minutes,2019.0,6.0,49
26156,Summer,5 to 15 minutes,2019.0,7.0,48
26156,Summer,5 to 15 minutes,2019.0,8.0,37
26156,Summer,5 to 15 minutes,2019.0,9.0,55
26156,Summer,5 to 15 minutes,2019.0,10.0,53
26156,Summer,overnight!,2019.0,4.0,1
26156,Winter,< 5 minutes,2018.0,2.0,6
26156,Winter,< 5 minutes,2018.0,3.0,27
26156,Winter,< 5 minutes,2019.0,1.0,1
26156,Winter,< 5 minutes,2019.0,2.0,27
26156,Winter,< 5 minutes,2019.0,3.0,22
26156,Winter,< 5 minutes,2019.0,11.0,29
26156,Winter,< 5 minutes,2019.0,12.0,15
26156,Winter,< 5 minutes,2020.0,1.0,33
26156,Winter,1 to 2 hours,2019.0,3.0,1
26156,Winter,15 to 30 minutes,2018.0,2.0,1
26156,Winter,15 to 30 minutes,2018.0,3.0,1
26156,Winter,15 to 30 minutes,2019.0,2.0,2
26156,Winter,15 to 30 minutes,2019.0,3.0,4
26156,Winter,15 to 30 minutes,2019.0,11.0,6
26156,Winter,15 to 30 minutes,2019.0,12.0,6
26156,Winter,15 to 30 minutes,2020.0,1.0,6
26156,Winter,30 minutes to 1 hour,2018.0,3.0,1
26156,Winter,30 minutes to 1 hour,2019.0,2.0,1
26156,Winter,30 minutes to 1 hour,2019.0,3.0,3
26156,Winter,30 minutes to 1 hour,2020.0,1.0,1
26156,Winter,5 to 15 minutes,2018.0,2.0,2
26156,Winter,5 to 15 minutes,2018.0,3.0,25
26156,Winter,5 to 15 minutes,2019.0,2.0,35
26156,Winter,5 to 15 minutes,2019.0,3.0,27
26156,Winter,5 to 15 minutes,2019.0,11.0,19
26156,Winter,5 to 15 minutes,2019.0,12.0,33
26156,Winter,5 to 15 minutes,2020.0,1.0,30
26157,Summer,< 5 minutes,2018.0,4.0,19
26157,Summer,< 5 minutes,2018.0,5.0,26
26157,Summer,< 5 minutes,2018.0,6.0,13
26157,Summer,< 5 minutes,2018.0,7.0,36
26157,Summer,< 5 minutes,2018.0,8.0,12
26157,Summer,< 5 minutes,2018.0,9.0,2
26157,Summer,< 5 minutes,2018.0,10.0,26
26157,Summer,< 5 minutes,2019.0,4.0,42
26157,Summer,< 5 minutes,2019.0,5.0,11
26157,Summer,< 5 minutes,2019.0,6.0,21
26157,Summer,< 5 minutes,2019.0,7.0,30
26157,Summer,< 5 minutes,2019.0,8.0,41
26157,Summer,< 5 minutes,2019.0,9.0,34
26157,Summer,< 5 minutes,2019.0,10.0,44
26157,Summer,1 to 2 hours,2018.0,4.0,2
26157,Summer,1 to 2 hours,2018.0,5.0,2
26157,Summer,1 to 2 hours,2018.0,6.0,1
26157,Summer,1 to 2 hours,2018.0,7.0,2
26157,Summer,1 to 2 hours,2019.0,4.0,1
26157,Summer,1 to 2 hours,2019.0,6.0,2
26157,Summer,1 to 2 hours,2019.0,8.0,1
26157,Summer,1 to 2 hours,2019.0,9.0,1
26157,Summer,15 to 30 minutes,2018.0,4.0,2
26157,Summer,15 to 30 minutes,2018.0,5.0,7
26157,Summer,15 to 30 minutes,2018.0,6.0,8
26157,Summer,15 to 30 minutes,2018.0,7.0,11
26157,Summer,15 to 30 minutes,2018.0,8.0,8
26157,Summer,15 to 30 minutes,2018.0,10.0,8
26157,Summer,15 to 30 minutes,2019.0,4.0,4
26157,Summer,15 to 30 minutes,2019.0,5.0,2
26157,Summer,15 to 30 minutes,2019.0,6.0,11
26157,Summer,15 to 30 minutes,2019.0,7.0,8
26157,Summer,15 to 30 minutes,2019.0,8.0,15
26157,Summer,15 to 30 minutes,2019.0,9.0,18
26157,Summer,15 to 30 minutes,2019.0,10.0,4
26157,Summer,2 to 5 hours,2018.0,8.0,1
26157,Summer,2 to 5 hours,2019.0,6.0,2
26157,Summer,2 to 5 hours,2019.0,8.0,1
26157,Summer,2 to 5 hours,2019.0,9.0,1
26157,Summer,2 to 5 hours,2019.0,10.0,1
26157,Summer,30 minutes to 1 hour,2018.0,4.0,1
26157,Summer,30 minutes to 1 hour,2018.0,5.0,2
26157,Summer,30 minutes to 1 hour,2018.0,6.0,1
26157,Summer,30 minutes to 1 hour,2018.0,7.0,1
26157,Summer,30 minutes to 1 hour,2018.0,8.0,2
26157,Summer,30 minutes to 1 hour,2018.0,10.0,2
26157,Summer,30 minutes to 1 hour,2019.0,4.0,1
26157,Summer,30 minutes to 1 hour,2019.0,5.0,1
26157,Summer,30 minutes to 1 hour,2019.0,6.0,2
26157,Summer,30 minutes to 1 hour,2019.0,7.0,5
26157,Summer,30 minutes to 1 hour,2019.0,8.0,3
26157,Summer,30 minutes to 1 hour,2019.0,9.0,4
26157,Summer,30 minutes to 1 hour,2019.0,10.0,4
26157,Summer,5 to 12 hours,2019.0,4.0,1
26157,Summer,5 to 15 minutes,2018.0,4.0,25
26157,Summer,5 to 15 minutes,2018.0,5.0,26
26157,Summer,5 to 15 minutes,2018.0,6.0,34
26157,Summer,5 to 15 minutes,2018.0,7.0,34
26157,Summer,5 to 15 minutes,2018.0,8.0,27
26157,Summer,5 to 15 minutes,2018.0,9.0,2
26157,Summer,5 to 15 minutes,2018.0,10.0,37
26157,Summer,5 to 15 minutes,2019.0,4.0,24
26157,Summer,5 to 15 minutes,2019.0,5.0,15
26157,Summer,5 to 15 minutes,2019.0,6.0,35
26157,Summer,5 to 15 minutes,2019.0,7.0,56
26157,Summer,5 to 15 minutes,2019.0,8.0,46
26157,Summer,5 to 15 minutes,2019.0,9.0,39
26157,Summer,5 to 15 minutes,2019.0,10.0,47
26157,Winter,< 5 minutes,2018.0,1.0,7
26157,Winter,< 5 minutes,2018.0,3.0,8
26157,Winter,< 5 minutes,2018.0,11.0,25
26157,Winter,< 5 minutes,2018.0,12.0,21
26157,Winter,< 5 minutes,2019.0,1.0,19
26157,Winter,< 5 minutes,2019.0,2.0,7
26157,Winter,< 5 minutes,2019.0,3.0,24
26157,Winter,< 5 minutes,2019.0,11.0,30
26157,Winter,< 5 minutes,2019.0,12.0,21
26157,Winter,< 5 minutes,2020.0,1.0,16
26157,Winter,1 to 2 hours,2018.0,11.0,2
26157,Winter,15 to 30 minutes,2018.0,1.0,1
26157,Winter,15 to 30 minutes,2018.0,11.0,1
26157,Winter,15 to 30 minutes,2018.0,12.0,5
26157,Winter,15 to 30 minutes,2019.0,1.0,1
26157,Winter,15 to 30 minutes,2019.0,2.0,2
26157,Winter,15 to 30 minutes,2019.0,3.0,7
26157,Winter,15 to 30 minutes,2019.0,11.0,4
26157,Winter,15 to 30 minutes,2020.0,1.0,2
26157,Winter,30 minutes to 1 hour,2018.0,11.0,2
26157,Winter,30 minutes to 1 hour,2020.0,1.0,2
26157,Winter,5 to 12 hours,2018.0,12.0,1
26157,Winter,5 to 15 minutes,2018.0,1.0,9
26157,Winter,5 to 15 minutes,2018.0,3.0,13
26157,Winter,5 to 15 minutes,2018.0,11.0,37
26157,Winter,5 to 15 minutes,2018.0,12.0,29
26157,Winter,5 to 15 minutes,2019.0,1.0,29
26157,Winter,5 to 15 minutes,2019.0,2.0,13
26157,Winter,5 to 15 minutes,2019.0,3.0,19
26157,Winter,5 to 15 minutes,2019.0,11.0,37
26157,Winter,5 to 15 minutes,2019.0,12.0,27
26157,Winter,5 to 15 minutes,2020.0,1.0,36
26157,Winter,overnight!,2019.0,3.0,1
26158,Summer,< 5 minutes,2018.0,4.0,31
26158,Summer,< 5 minutes,2018.0,5.0,29
26158,Summer,< 5 minutes,2018.0,6.0,28
26158,Summer,< 5 minutes,2018.0,7.0,23
26158,Summer,< 5 minutes,2018.0,8.0,38
26158,Summer,< 5 minutes,2018.0,9.0,13
26158,Summer,< 5 minutes,2018.0,10.0,21
